"Country","Year","Month","Variable","Value"
"Russia",2020,6,"Household debt to GDP in percent",20.3
"Russia",2020,9,"Debt service ratios for private non-financial sector",12.2
"Russia",2020,9,"Household debt to GDP in percent",21.4
"Russia",2020,12,"Debt service ratios for private non-financial sector",12.2
"Russia",2020,12,"Household debt to GDP in percent",21.9
"Russia",2021,3,"Debt service ratios for private non-financial sector",11.9
"Russia",2021,3,"Household debt to GDP in percent",22
"Russia",2021,6,"Debt service ratios for private non-financial sector",11.5
"Russia",2021,6,"Household debt to GDP in percent",21.6
"Russia",2021,9,"Debt service ratios for private non-financial sector",12.1
"Russia",2021,9,"Household debt to GDP in percent",21.3
"Russia",2021,12,"Debt service ratios for private non-financial sector",12.1
"Russia",2021,12,"Household debt to GDP in percent",21.1
"Russia",2022,3,"Debt service ratios for private non-financial sector",15.3
"Russia",2022,3,"Household debt to GDP in percent",20.2
"Russia",2022,6,"Debt service ratios for private non-financial sector",13.8
"Russia",2022,6,"Household debt to GDP in percent",19.2
"Russia",2022,9,"Debt service ratios for private non-financial sector",11.7
"Russia",2022,9,"Household debt to GDP in percent",19.6
"Russia",2022,12,"Debt service ratios for private non-financial sector",11.7
"Russia",2022,12,"Household debt to GDP in percent",20.1
"Russia",2023,3,"Debt service ratios for private non-financial sector",12.5
"Russia",2023,3,"Household debt to GDP in percent",20.8
"Russia",2023,6,"Debt service ratios for private non-financial sector",12.8
"Russia",2023,6,"Household debt to GDP in percent",21.5
"Russia",2023,9,"Debt service ratios for private non-financial sector",14.7
"Russia",2023,9,"Household debt to GDP in percent",22.4
"Russia",2023,12,"Debt service ratios for private non-financial sector",16.8
"Russia",2023,12,"Household debt to GDP in percent",22.5
"Russia",2024,3,"Debt service ratios for private non-financial sector",18.1
"Russia",2024,3,"Household debt to GDP in percent",22.2
"Russia",2024,6,"Debt service ratios for private non-financial sector",18.6
"Russia",2024,6,"Household debt to GDP in percent",22.5
"Russia",2024,9,"Debt service ratios for private non-financial sector",NA
"Russia",2024,9,"Household debt to GDP in percent",NA
"Russia",2024,12,"Debt service ratios for private non-financial sector",NA
"Russia",2024,12,"Household debt to GDP in percent",NA
